,district,locality,latitude,longitude,id,zip_code,property_sub_type,property_type,price,nb_bedrooms,living_area,surface_of_the_plot,nb_facades,state_of_building,fireplace,equipped_kitchen,garden,garden_surface,terrace,terrace_surface,furnished,swimming_pool
15429,Namur,Namur,,,20333161,5000,Apartment,APARTMENT,239000,3,120,,2,,0,0,0,,0,,0,0
15430,Bruxelles,Anderlecht,50.825978,4.2927453,20098442,1070,Apartment,APARTMENT,205000,1,75,,2,,0,0,0,,0,,0,0
15431,Bruges,Zeebrugge,51.3351851,3.206786,20134452,8380,Ground_Floor,APARTMENT,210000,2,63,,2,As new,0,0,0,,0,,0,0
15432,Ostende,Oostende,51.2240873,2.9095689,20145298,8400,Apartment,APARTMENT,210000,2,104,,,To restore,0,0,0,,0,,0,0
15433,Anvers,Edegem,51.153755,4.4235178,20163552,2650,Apartment,APARTMENT,215000,2,73,,3,Good,0,0,0,,1,2,0,0
15434,Saint-Nicolas,Temse,51.1146241,4.1630862,20209775,9140,Apartment,APARTMENT,215000,2,74,,,As new,0,0,0,,0,,0,0
15435,Bruxelles,Laeken,50.898524,4.371187,11343580,1020,Apartment,APARTMENT,219000,2,87,,4,,0,1,0,,1,18,0,0
15436,Bruxelles,Laeken,50.898524,4.371187,11357986,1020,Apartment,APARTMENT,219000,2,87,,4,,0,1,0,,1,18,0,0
15437,Ostende,Oostende,,,20264774,8400,Apartment,APARTMENT,220000,1,63,,2,As new,0,1,0,,0,,0,0
15438,Nivelles,OTTIGNIES,,,20199125,1340,Apartment,APARTMENT,225000,1,65,,,As new,0,0,0,,0,,0,0
15439,Bruxelles,Schaerbeek,50.8694134,4.3907408,20017913,1030,Apartment,APARTMENT,229000,2,75,,2,Good,0,1,0,,0,,0,0
15440,Ostende,Oostende,51.2193085,2.9140458,20310234,8400,Duplex,APARTMENT,229000,3,,,1,Good,1,0,1,142,1,12,0,0
15441,Ostende,Oostende,51.2283921,2.9210423,20001404,8400,Apartment,APARTMENT,229000,2,94,,,As new,0,0,0,,0,,0,0
15442,Bruges,Beernem,51.17466539999999,3.3389795,11266286,8730,Apartment,APARTMENT,229000,3,104,,,Good,0,0,0,,0,,0,0
15443,Ostende,Oostende,51.22557279999999,2.9175026,20125827,8400,Apartment,APARTMENT,235000,2,103,,,Good,0,0,0,,0,,0,0
15444,Saint-Nicolas,St-Niklaas,51.1670699,4.1538164,10924587,9100,Service_Flat,APARTMENT,236000,1,58,,,As new,0,1,0,,0,,0,0
15445,Saint-Nicolas,Bazel,51.1495173,4.2953657,11400279,9150,Apartment,APARTMENT,236000,2,92,,,As new,0,0,0,,0,,0,0
15446,Bruxelles,Laeken,50.898524,4.371187,11343579,1020,Apartment,APARTMENT,239000,2,87,,4,,0,1,0,,1,18,0,0
15447,Gand,Knesselare,51.1369277,3.412734,20274241,9910,Apartment,APARTMENT,240000,2,127,,3,Good,0,0,0,,1,21,0,0
15448,Soignies,LA LOUVIÈRE,50.4731992,4.205108,10900984,7100,Apartment,APARTMENT,241359,3,93,,,,0,1,0,,1,6,0,0
15449,Anvers,Antwerpen,51.2092009,4.447963,20168332,2140,Apartment,APARTMENT,245000,3,110,,1,Good,1,1,0,,1,10,0,0
15450,Anvers,Boechout,51.1567213,4.482858,20243776,2530,Apartment,APARTMENT,245000,2,,,3,Good,0,0,0,,1,10,0,0
15451,Hal-Vilvorde,Zaventem,50.88779539999999,4.4733412,11479165,1930,Apartment,APARTMENT,249000,2,64,,,Good,0,0,0,,1,5,0,0
15452,Turnhout,Mol,51.2038664,5.1089958,20251492,2400,Apartment,APARTMENT,249000,1,80,,,Good,0,0,0,,1,9,0,0
15453,Liège,Herstal,50.6754656,5.635879999999999,11451338,4040,Apartment,APARTMENT,249000,2,89,,,,0,0,0,,1,11,0,0
15454,Bruges,Zeebrugge,51.3294505,3.202562,20239428,8380,Penthouse,APARTMENT,249000,2,80,,3,As new,0,0,0,,1,40,0,0
15455,Alost,Erpe-Mere,50.94620070000001,3.9881289,20291794,9420,Apartment,APARTMENT,249000,1,65,,,Good,0,0,0,,1,24,0,0
15456,Namur,Sart-St-Laurent,50.4015991,4.7370604,11116056,5070,Duplex,APARTMENT,250000,2,133,,4,As new,0,1,0,,0,,0,0
15457,Turnhout,Laakdal,51.0699317,4.9851416,20191476,2431,Apartment,APARTMENT,257000,2,76,,,Good,0,1,0,,1,14,0,0
15458,Charleroi,FLEURUS,50.4763455,4.5407433,20075220,6220,Apartment,APARTMENT,259000,2,93,,,,0,0,0,,0,,0,0
15459,Charleroi,FLEURUS,50.4763455,4.5407433,20075225,6220,Apartment,APARTMENT,259000,2,93,,,,0,0,0,,0,,0,0
15460,Furnes,Veurne,51.0677051,2.6645019,11393792,8630,Apartment,APARTMENT,259500,3,93,,2,Good,0,1,0,,1,1,0,0
15461,Bruxelles,SINT-JANS-MOLENBEEK,50.8558014,4.303935,11124047,1080,Apartment,APARTMENT,265000,2,105,,2,,0,1,0,,1,3,0,0
15462,Charleroi,FLEURUS,50.4763455,4.5407433,20075229,6220,Apartment,APARTMENT,265000,2,93,,,,0,0,0,,0,,0,0
15463,Arlon,Halanzy,49.5565078,5.743234699999999,11004432,6792,Ground_Floor,APARTMENT,270000,2,93,,,,0,0,0,,1,16,0,0
15464,Ostende,MIDDELKERKE,51.1855134,2.8135459,20243395,8430,Apartment,APARTMENT,270000,1,75,,,,0,1,0,,1,6,0,0
15465,Charleroi,FLEURUS,50.4763455,4.5407433,20075222,6220,Apartment,APARTMENT,274500,2,98,,,,0,0,0,,0,,0,0
15466,Ostende,Oostende,51.2134152,2.906419,11086970,8400,Apartment,APARTMENT,275000,3,100,,,As new,0,0,0,,0,,0,0
15467,Charleroi,FLEURUS,50.4763455,4.5407433,20075223,6220,Apartment,APARTMENT,276000,2,93,,,,0,0,0,,0,,0,0
15468,Charleroi,FLEURUS,50.4763455,4.5407433,20075227,6220,Apartment,APARTMENT,278000,2,98,,,,0,0,0,,0,,0,0
15469,Louvain,Boutersem,50.8377345,4.840698499999999,11152493,3370,Service_Flat,APARTMENT,279000,1,75,,4,As new,0,1,0,,1,13,0,0
15470,Bruxelles,Saint-Gilles,50.8326542,4.3433169,20217730,1060,Apartment,APARTMENT,280000,1,,,2,,0,1,0,,1,4,0,0
15471,Hasselt,Diepenbeek,50.9098698,5.417269,20321131,3590,Apartment,APARTMENT,280000,2,,,2,As new,0,1,0,,0,,0,0
15472,Termonde,Berlare,51.0230001,3.9906784,11391651,9290,Apartment,APARTMENT,280000,2,71,,,As new,0,0,0,,0,,0,0
15473,Termonde,Berlare,51.0230001,3.9906784,11354376,9290,Service_Flat,APARTMENT,280000,2,71,,,As new,0,0,0,,0,,0,0
15474,Gand,Evergem,51.1316887,3.681215,20309999,9940,Ground_Floor,APARTMENT,280000,2,101,,3,As new,0,1,0,,1,28,0,0
15475,Charleroi,FLEURUS,50.4763455,4.5407433,20075221,6220,Apartment,APARTMENT,281000,2,98,,,,0,0,0,,0,,0,0
15476,Courtrai,Kortrijk,50.8297911,3.2706813,20216200,8500,Apartment,APARTMENT,284000,2,95,,,As new,0,0,0,,0,,0,0
15477,Namur,METTET,50.328273,4.6500197,20278219,5640,Apartment,APARTMENT,284500,2,97,,,,0,0,0,,1,23,0,0
15478,Anvers,Hove,51.1542161,4.4717283,20053610,2540,Apartment,APARTMENT,289000,3,105,,2,Good,0,0,0,,0,,0,0
15479,Gand,Ledeberg,51.0404243,3.7428553,20231843,9050,Apartment,APARTMENT,289000,2,96,,,As new,0,0,0,,0,,0,0
15480,Bruxelles,Woluwé-Saint-Pierre,,,10683142,1150,Apartment,APARTMENT,290000,2,80,,2,Good,0,1,0,,0,,0,0
15481,Bruxelles,SINT-LAMBRECHTS-WOLUWE,,,10694123,1200,Apartment,APARTMENT,290000,2,80,,2,Good,0,1,0,,0,,0,0
15482,Turnhout,Westerlo,51.109313255056676,4.915447096763233,20284243,2260,Apartment,APARTMENT,290000,1,94,,4,As new,0,1,0,,1,30,0,0
15483,Bruxelles,Schaerbeek,,,20085263,1030,Apartment,APARTMENT,299000,1,107,,2,To be done up,0,0,0,,1,25,0,0
15484,Hasselt,Hasselt,50.9263026,5.3489813,20268615,3500,Ground_Floor,APARTMENT,299000,2,73,,,Good,0,0,0,,0,,0,0
15485,Bruges,Brugge,51.21409509999999,3.2515674,11319128,8310,Penthouse,APARTMENT,299000,2,94,,,Good,0,0,0,,0,,0,0
15486,Furnes,Nieuwpoort,51.1442095,2.7077496,20289619,8620,Apartment,APARTMENT,299000,2,85,,,Good,0,0,0,,0,,0,0
15487,Termonde,Hamme,51.0948145,4.1349652,20259855,9220,Apartment,APARTMENT,299000,2,93,,,As new,0,0,0,,0,,0,0
15488,Termonde,Buggenhout,51.0132901,4.2019395,20299573,9255,Apartment,APARTMENT,309900,2,80,,,As new,0,1,0,,1,10,0,0
15489,Bruxelles,Molenbeek-Saint-Jean,50.8594671,4.3059338,11407025,1080,Apartment,APARTMENT,315000,2,100,,,As new,0,1,0,,1,6,0,0
15490,Hal-Vilvorde,Vilvoorde,50.93759319999999,4.4347838,20117694,1800,Apartment,APARTMENT,319000,2,106,,2,As new,0,1,0,,0,,0,0
15491,Bruges,Blankenberge,51.31141359999999,3.1249385,11487744,8370,Ground_Floor,APARTMENT,324500,2,,,2,As new,0,1,1,30,1,6,0,0
15492,Arlon,Halanzy,49.5565078,5.743234699999999,11004431,6792,Apartment,APARTMENT,325000,3,121,,,,0,0,0,,0,,0,0
15493,Bruges,Beernem,51.1272203,3.3288521,20222921,8730,Penthouse,APARTMENT,325000,3,156,,,Good,0,0,0,,0,,0,0
15494,Anvers,Antwerpen,51.2409139,4.4361717,20052426,2170,Apartment,APARTMENT,328000,3,110,,2,As new,0,1,0,,1,30,0,0
15495,Hasselt,Genk,50.9663973,5.5047778,20180205,3600,Apartment,APARTMENT,329000,2,142,,,Good,0,0,0,,1,14,0,0
15496,Ostende,De Haan,51.2951372,3.0854613,10551425,8420,Service_Flat,APARTMENT,329000,2,80,,2,As new,0,1,0,,1,5,0,0
15497,Turnhout,Oud-Turnhout,51.3124598,4.9920781,20256862,2360,Apartment,APARTMENT,329500,3,101,,2,As new,0,1,0,,1,8,0,0
15498,Ostende,Oostende,51.21641210000001,2.929064700000001,11294218,8400,Apartment,APARTMENT,330000,2,82,,,As new,0,0,0,,1,11,0,0
15499,Ostende,Oostende,51.2248289,2.908415,20207701,8400,Apartment,APARTMENT,334000,2,103,,,As new,0,0,0,,0,,0,0
15500,Namur,METTET,50.328273,4.6500197,20278220,5640,Apartment,APARTMENT,334500,3,126,,,,0,0,0,,1,23,0,0
15501,Bruxelles,Uccle,50.7993783,4.325745,11300646,1180,Apartment,APARTMENT,335612,2,80,,3,,0,1,0,,1,5,0,0
15502,Saint-Nicolas,Temse,51.1188582,4.1935473,20241218,9140,Ground_Floor,APARTMENT,339000,3,,,,As new,0,1,0,,1,26,0,0
15503,Ostende,Middelkerke,51.1835829,2.8045005,20326601,8430,Apartment,APARTMENT,350000,3,98,,,Good,0,0,0,,1,9,0,0
15504,Ostende,MIDDELKERKE,51.18376980000001,2.8049023,11314031,8430,Apartment,APARTMENT,350000,2,62,,3,To be done up,0,0,0,,0,,0,0
15505,Bruxelles,Laeken,50.892827,4.3324254,20015596,1020,Ground_Floor,APARTMENT,355000,3,116,,2,,1,1,1,50,1,5,0,0
15506,Bruxelles,Laeken,50.892827,4.3324254,20003859,1020,Ground_Floor,APARTMENT,355000,3,116,,2,,1,1,1,50,1,5,0,0
15507,Anvers,Schilde,51.2626673,4.5549009,20253756,2970,Apartment,APARTMENT,358000,2,103,,,Good,0,0,0,,1,3,0,0
15508,Anvers,Schilde,51.2626673,4.5549009,20253755,2970,Apartment,APARTMENT,358000,1,103,,,Good,0,0,0,,0,,0,0
15509,Bruxelles,Forest,,,11414023,1190,Apartment,APARTMENT,359000,2,100,,2,As new,0,1,0,,1,6,0,0
15510,Liège,Herstal,50.6754656,5.635879999999999,11477227,4040,Apartment,APARTMENT,369000,3,114,,,,0,0,0,,1,62,0,0
15511,Saint-Nicolas,Sint-Niklaas,51.1683786,4.1441431,20145381,9100,Loft,APARTMENT,369000,1,188,,,As new,0,0,0,,1,60,0,0
15512,Anvers,Berchem,51.188317,4.4227169,20187519,2600,Apartment,APARTMENT,395000,2,110,,2,Good,1,1,0,,1,5,0,0
15513,Anvers,Brasschaat,51.317155,4.504669,20361696,2930,Apartment,APARTMENT,317500,2,,,2,As new,0,0,0,,1,26,0,0
15514,Alost,Denderleeuw,50.8892935,4.0639659,20339072,9470,Apartment,APARTMENT,353000,2,,,,As new,0,0,0,,0,,0,0
15515,Alost,Denderleeuw,50.8892935,4.0639659,20339090,9470,Apartment,APARTMENT,358000,2,,,,As new,0,0,0,,0,,0,0
15516,Alost,Denderleeuw,50.8892935,4.0639659,20339080,9470,Apartment,APARTMENT,373000,2,,,,As new,0,0,0,,0,,0,0
15517,Alost,Denderleeuw,50.8892935,4.0639659,20339124,9470,Apartment,APARTMENT,392000,2,,,,As new,0,0,0,,0,,0,0
15518,Bruxelles,Molenbeek-Saint-Jean,,,20300965,1080,Apartment,APARTMENT,285000,3,105,,2,To renovate,0,1,0,,1,6,0,0
15519,Turnhout,Turnhout,51.3227476,4.949803699999999,20284758,2300,Apartment,APARTMENT,269000,2,105,,2,Good,0,0,0,,1,7,0,0
15520,Anvers,Antwerpen,51.25198899999999,4.4414351,20312386,2170,Ground_Floor,APARTMENT,225000,1,78,,2,,0,1,1,60,1,12,0,0
15521,Anvers,KAPELLEN (ANTW.),51.3004668,4.4209727,20324340,2950,Apartment,APARTMENT,235000,2,134,,3,Good,0,1,0,,0,,0,0
15522,Mouscron,Mouscron,,,20308534,7700,Apartment,APARTMENT,249000,3,126,,,Good,0,1,0,,1,20,0,0
15523,Louvain,Tienen,50.804395,4.9425271,20302977,3300,Apartment,APARTMENT,269000,3,107,,2,Just renovated,0,0,0,,0,,0,0
15524,Anvers,Antwerpen,51.2197851,4.4235415,20215271,2060,Apartment,APARTMENT,285000,1,96,,,,0,1,0,,1,1,0,0
15525,Bruxelles,Ixelles,,,20362979,1050,Apartment,APARTMENT,365000,3,104,,1,,0,1,0,,0,,0,0
15526,Louvain,Leuven,50.8759968,4.683783600000001,20308670,3001,Apartment,APARTMENT,299000,4,144,,2,To be done up,0,1,0,,0,,0,0
15527,Anvers,Antwerpen,51.207892,4.4162211,20334564,2018,Ground_Floor,APARTMENT,225000,1,,,3,Good,0,0,0,,0,,0,0
15528,Hasselt,Diepenbeek,50.9087569,5.421899199999999,20294735,3590,Apartment,APARTMENT,295000,2,105,,,As new,0,0,0,,1,17,0,0
15529,Bruxelles,Schaerbeek,,,20310752,1030,Apartment,APARTMENT,329000,3,150,,2,Good,0,1,0,,0,,0,0
15530,Termonde,Hamme,51.0872128,4.1377159,20330756,9220,Duplex,APARTMENT,249000,2,101,,3,As new,0,0,0,,0,,0,0
15531,Gand,Gent,51.044112,3.7361567,20074708,9000,Kot,APARTMENT,200000,,27,,,As new,0,0,0,,0,,0,0
15532,Gand,Gent,51.044112,3.7361567,20074706,9000,Apartment,APARTMENT,200000,,27,,,As new,0,0,0,,0,,0,0
15533,Anvers,Schoten,51.2462273,4.460484699999999,20079817,2900,Apartment,APARTMENT,205000,2,70,,1,Good,0,1,0,,0,,0,0
15534,Anvers,Antwerpen,51.230587,4.4622912,20084865,2100,Apartment,APARTMENT,209900,2,88,,,Good,0,1,0,,0,,0,0
15535,Nivelles,Tubize,,,20078557,1480,Apartment,APARTMENT,210000,2,80,,,Good,0,1,0,,1,4,0,0
15536,Louvain,Leuven,50.8843684,4.697876,20041760,3000,Flat_Studio,APARTMENT,219000,1,30,,,,0,0,0,,0,,1,0
15537,Bruxelles,Berchem-Sainte-Agathe,50.8594327,4.2993877,20207478,1082,Apartment,APARTMENT,220000,2,80,,,Good,0,1,0,,1,5,0,0
15538,Bruxelles,EVERE,,,20043135,1140,Apartment,APARTMENT,224999,1,70,,2,Good,0,1,0,,1,10,0,0
15539,Bruxelles,Jette,50.8933984,4.3205048,20027053,1090,Apartment,APARTMENT,225000,2,80,,4,,0,1,0,,1,14,0,0
15540,Liège,Liege 1,50.6317022,5.5697184,20241846,4000,Penthouse,APARTMENT,225000,1,61,,3,,0,1,0,,1,32,0,0
15541,Roulers,Hooglede,50.9823447,3.0764881,20061472,8830,Apartment,APARTMENT,225000,2,85,,2,Good,0,0,0,,0,,0,0
15542,Bruxelles,Berchem-Sainte-Agathe,50.8612152,4.2903139,20277570,1082,Apartment,APARTMENT,230000,2,80,,,Good,0,1,0,,1,2,0,0
15543,Virton,Habay-la-Neuve,49.7276275,5.643975,10967086,6720,Apartment,APARTMENT,230750,1,71,,,,0,1,0,,0,,0,0
15544,Anvers,Antwerpen,51.2035158,4.4594244,20295590,2100,Apartment,APARTMENT,234000,1,56,,,Just renovated,0,1,0,,1,4,0,0
15545,Anvers,Antwerpen (2000),51.215867,4.4007634,20206803,2000,Apartment,APARTMENT,235000,1,44,,,Good,0,1,0,,0,,0,0
15546,Saint-Nicolas,Sint-Niklaas,,,11474683,9100,Apartment,APARTMENT,235000,2,74,,,Good,0,0,0,,0,,0,0
15547,Turnhout,Laakdal,51.0672666,4.9855333,11421156,2430,Apartment,APARTMENT,236000,1,77,,,Good,0,0,0,,0,,0,0
15548,Turnhout,Laakdal,51.0672666,4.9855333,11418317,2431,Apartment,APARTMENT,236000,1,77,,,Good,0,0,0,,0,,0,0
15549,Louvain,Tienen,50.8117738,4.9278791,8947634,3300,Service_Flat,APARTMENT,239000,1,45,,,Good,0,0,0,,0,,0,0
15550,Louvain,Tienen,50.8117738,4.9278791,8593671,3300,Service_Flat,APARTMENT,239000,1,40,,,As new,0,0,0,,0,,0,0
15551,Louvain,Tienen,50.8117738,4.9278791,8593670,3300,Service_Flat,APARTMENT,239000,1,40,,,As new,0,0,0,,0,,0,0
15552,Liège,Bassenge,50.7839632,5.660305,20176397,4690,Apartment,APARTMENT,239000,2,134,,3,,0,1,0,,1,10,0,0
15553,Liège,Liège,,,20305254,4020,Apartment,APARTMENT,240000,4,134,,2,To be done up,0,1,0,,0,,0,0
15554,Bruges,Brugge,51.1883663,3.204085,10964039,8200,Apartment,APARTMENT,240000,3,122,,,As new,0,0,0,,0,,0,0
15555,Anvers,Antwerpen,51.2138159,4.4544605,20244328,2140,Apartment,APARTMENT,245000,2,100,,,Good,0,1,0,,1,3,0,0
15556,Anvers,Antwerpen,51.2057228,4.3991697,20252211,2018,Duplex,APARTMENT,249000,1,60,,,Good,1,1,0,,0,,1,0
15557,Ostende,Oostende,51.23865319999999,2.9464429,20309757,8400,Ground_Floor,APARTMENT,249000,3,,,3,As new,0,1,1,30,1,9,0,0
15558,Saint-Nicolas,Beveren-Waas,51.20627289999999,4.2604264,20062197,9120,Ground_Floor,APARTMENT,258915,1,81,,4,Good,0,0,0,,1,14,0,0
15559,Gand,Knesselare,51.13703839999999,3.4175602,20271247,9910,Apartment,APARTMENT,259000,2,93,,,Good,0,0,0,,0,,0,0
15560,Bruges,Brugge,51.20726879999999,3.2263582,11464491,8000,Apartment,APARTMENT,269000,2,85,,,As new,0,0,0,,0,,0,0
15561,Saint-Nicolas,Temse,51.1132024,4.17808,20185046,9140,Apartment,APARTMENT,279000,2,97,,,As new,0,0,0,,1,12,0,0
15562,Nivelles,ORP-LE-GRAND,50.7013998,4.9893464,11457948,1350,Apartment,APARTMENT,282450,2,97,,2,,0,1,0,,1,25,0,0
15563,Liège,Bassenge,50.7839632,5.660305,20176400,4690,Apartment,APARTMENT,285000,3,134,,3,,0,1,0,,1,34,0,0
15564,Bruges,Blankenberge,51.3115807,3.1215746,20065491,8370,Apartment,APARTMENT,285000,3,107,,,Good,0,0,0,,1,5,0,0
15565,Ostende,Middelkerke,51.18891559999999,2.8168898,11151516,8430,Apartment,APARTMENT,285000,1,42,,2,As new,0,1,0,,0,,0,0
15566,Turnhout,Herentals,51.17670529999999,4.8307991,20111253,2200,Apartment,APARTMENT,289000,2,,,,Good,0,0,0,,0,,0,0
15567,Hal-Vilvorde,Sint-Pieters-Leeuw,50.8071075,4.287876000000001,11357375,1600,Apartment,APARTMENT,295000,2,,,,Good,0,0,0,,1,25,0,0
15568,Alost,Ninove,50.836813,4.0192543,11460956,9400,Apartment,APARTMENT,295000,3,157,,3,To be done up,0,0,0,,0,,0,0
15569,Hal-Vilvorde,WEMMEL,,,20262891,1780,Apartment,APARTMENT,298000,2,98,,2,Good,0,1,0,,1,9,0,0
15570,Anvers,Antwerpen,51.1823282,4.4405713,20198928,2600,Apartment,APARTMENT,299000,3,135,,2,To be done up,0,1,0,,0,,0,0
15571,Namur,JEMEPPE-SUR-SAMBRE,50.47233629999999,4.6712978,20230697,5190,Apartment,APARTMENT,299900,2,159,,,,0,0,0,,1,11,0,0
15572,Namur,JEMEPPE-SUR-SAMBRE,50.47233629999999,4.6712978,20125688,5190,Apartment,APARTMENT,299900,2,159,,,,0,0,0,,1,11,0,0
15573,Saint-Nicolas,Beveren-Waas,51.20627289999999,4.2604264,20062203,9120,Apartment,APARTMENT,307287,3,102,,4,Good,0,0,0,,1,10,0,0
15574,Anvers,Antwerpen,51.1827869,4.4384859,20198468,2600,Apartment,APARTMENT,315000,4,135,,,,0,0,0,,1,1,0,0
15575,Anvers,Schilde,51.2626673,4.5549009,20253757,2970,Apartment,APARTMENT,319000,2,87,,,Good,0,0,0,,0,,0,0
15576,Ostende,Oostende,51.23281679999999,2.9354631,20197141,8400,Apartment,APARTMENT,325000,1,63,,,As new,0,1,0,,1,33,1,0
15577,Saint-Nicolas,Beveren-Waas,51.20627289999999,4.2604264,20062205,9120,Apartment,APARTMENT,325032,3,108,,4,Good,0,0,0,,1,12,0,0
15578,Bruxelles,Saint-Josse-ten-Noode,50.8529285,4.373715799999999,11339025,1210,Apartment,APARTMENT,329000,3,,,2,As new,0,0,0,,1,4,0,0
15579,Turnhout,Dessel,51.2437721,5.1117991,11457439,2480,Penthouse,APARTMENT,329000,2,136,,2,As new,0,1,0,,1,43,0,0
15580,Termonde,Hamme,51.0587618,4.152429199999999,20280915,9220,Ground_Floor,APARTMENT,335000,1,96,,,As new,0,0,1,92,1,8,0,0
15581,Gand,Ledeberg,51.0372698,3.7405885,11174486,9050,Apartment,APARTMENT,349000,2,156,,,As new,0,0,0,,0,,0,0
15582,Louvain,Herent,50.9099488,4.6641235,20092193,3020,Ground_Floor,APARTMENT,365000,2,90,,2,Good,0,1,0,,0,,1,0
15583,Furnes,Koksijde,51.122561,2.6410187,20104995,8670,Apartment,APARTMENT,365000,2,78,,2,As new,0,1,0,,0,,0,0
15584,Liège,VISÉ,50.7397208,5.674477,10983671,4600,Apartment,APARTMENT,369500,2,110,,4,,0,0,0,,1,21,0,0
15585,Bruxelles,Etterbeek,50.8387857,4.3849718,20296756,1040,Apartment,APARTMENT,370000,2,,,,As new,0,1,0,,1,2,0,0
15586,Ostende,MIDDELKERKE,51.1850607,2.8123708,11040305,8430,Apartment,APARTMENT,370000,3,101,,,,0,1,0,,1,9,0,0
15587,Bruxelles,Ixelles,50.8288804,4.3721732,20091622,1050,Apartment,APARTMENT,375000,3,,,2,,0,1,0,,0,,0,0
15588,Neufchâteau,SAINT-HUBERT,50.0280368,5.3766175,20110884,6870,Apartment,APARTMENT,375000,4,,,3,Good,0,1,0,,0,,0,0
15589,Saint-Nicolas,Beveren,51.1903766,4.2359574,20101857,9120,Ground_Floor,APARTMENT,375000,2,110,,,As new,0,0,0,,1,25,0,0
15590,Ostende,Oostende,51.2138673,2.8825294,20242258,8400,Ground_Floor,APARTMENT,389000,2,105,,3,Just renovated,0,1,1,150,1,12,0,0
15591,Liège,VISÉ,50.7397208,5.674477,10983672,4600,Apartment,APARTMENT,389500,2,113,,4,,0,0,0,,1,24,0,0
15592,Anvers,Antwerpen,51.19465539999999,4.4075487,20241990,2018,Apartment,APARTMENT,390000,2,172,,2,Good,0,1,0,,1,26,0,1
15593,Termonde,Hamme,51.0587618,4.152429199999999,20280914,9220,Ground_Floor,APARTMENT,395000,2,114,,,As new,0,0,1,146,1,11,0,0
15594,Louvain,Leuven Kessel-Lo,50.8993226,4.727578600000001,20243266,3010,Apartment,APARTMENT,399000,3,121,,,,0,0,0,,0,,0,0
15595,Liège,VISÉ,50.7397208,5.674477,10983673,4600,Apartment,APARTMENT,399500,2,113,,2,,0,0,0,,1,24,0,0
15596,Bruxelles,Jette,,,20172467,1090,Apartment,APARTMENT,260000,3,,,2,Good,0,1,0,,1,5,0,0
15597,Liège,Blegny,50.6705747,5.7211031,20298740,4670,Apartment,APARTMENT,239000,4,122,,3,,0,1,0,,0,,0,0
15598,Bruges,Knokke,,,20366610,8300,Apartment,APARTMENT,275000,2,78,,,,0,0,0,,0,,0,0
15599,Alost,Denderleeuw,50.8892935,4.0639659,20337045,9470,Apartment,APARTMENT,265000,1,,,,As new,0,0,0,,0,,0,0
15600,Alost,Denderleeuw,50.8892935,4.0639659,20337087,9470,Apartment,APARTMENT,334000,2,,,,As new,0,0,0,,0,,0,0
15601,Alost,Denderleeuw,50.8892935,4.0639659,20337060,9470,Apartment,APARTMENT,334000,2,,,,As new,0,0,0,,0,,0,0
15602,Alost,Denderleeuw,50.8892935,4.0639659,20336645,9470,Apartment,APARTMENT,340000,2,,,,As new,0,0,0,,0,,0,0
15603,Alost,Denderleeuw,50.8892935,4.0639659,20337102,9470,Apartment,APARTMENT,352000,2,,,,As new,0,0,0,,0,,0,0
15604,Alost,Denderleeuw,50.8892935,4.0639659,20337004,9470,Apartment,APARTMENT,379000,2,,,,As new,0,0,0,,0,,0,0
15605,Nivelles,Chaumont-Gistoux,,,20356493,1325,Apartment,APARTMENT,322570,1,72,,,As new,0,0,0,,1,34,0,0
15606,Bruges,Knokke-Heist,51.352239,3.2880182,20176308,8300,Flat_Studio,APARTMENT,289000,,28,,,As new,0,0,0,,0,,0,0
15607,Bruxelles,Brussel,50.8478668,4.380688699999999,20340648,1000,Apartment,APARTMENT,215000,1,,,2,Good,0,0,0,,1,6,0,0
15608,Anvers,Oelegem,51.2105297,4.6056687,20211596,2520,Apartment,APARTMENT,257000,1,,,,As new,0,1,0,,1,28,0,0
15609,Louvain,Tienen,50.804395,4.9425271,20305723,3300,Apartment,APARTMENT,249000,2,84,,2,Just renovated,0,0,0,,0,,0,0
15610,Anvers,Kontich,51.1336393,4.4381487,20360665,2550,Ground_Floor,APARTMENT,295000,2,,,,,0,0,1,62,0,,0,0
15611,Bruges,Brugge,51.2236888,3.2133739,20301034,8000,Apartment,APARTMENT,298500,2,87,,,As new,0,0,0,,1,7,0,0
15612,Anvers,Antwerpen,51.2028022,4.4665798,20322318,2100,Apartment,APARTMENT,360000,2,115,,2,,0,0,0,,1,7,0,0
15613,Anvers,Antwerpen,51.2171293,4.4394627,20333365,2140,Apartment,APARTMENT,249000,2,74,,,Just renovated,0,1,0,,0,,0,0
15614,Bruxelles,Ixelles,,,20171700,1050,Apartment,APARTMENT,350000,2,95,,2,To renovate,0,0,0,,1,5,0,0
15615,Bruxelles,Anderlecht,,,20335457,1070,Apartment,APARTMENT,260000,2,110,,2,To be done up,0,0,0,,0,,0,0
15616,Bruxelles,Koekelberg,,,20319731,1081,Apartment,APARTMENT,345000,4,138,,2,Good,0,1,0,,0,,0,0
15617,Gand,Zwijnaarde,50.9992055,3.7103472,20333352,9052,Apartment,APARTMENT,349000,3,104,,,,0,0,0,,0,,0,0
15618,Turnhout,Turnhout,51.3155225,4.9473791,20244700,2300,Apartment,APARTMENT,205000,2,89,,3,Good,0,1,0,,1,5,0,0
15619,Thuin,Anderlues,50.4015986,4.2723755,20236556,6150,Apartment,APARTMENT,205000,3,133,,,,0,0,0,,0,,0,0
