,district,locality,latitude,longitude,id,zip_code,property_sub_type,property_type,price,nb_bedrooms,living_area,surface_of_the_plot,nb_facades,state_of_building,fireplace,equipped_kitchen,garden,garden_surface,terrace,terrace_surface,furnished,swimming_pool
0,Anvers,DEURNE,51.2334958,4.4611839,20364098,2100,Apartment,APARTMENT,154000,2,70,,2,As new,0,0,0,,1,4,0,0
1,Anvers,DEURNE,51.222204,4.4772536,20365957,2100,Apartment,APARTMENT,189000,2,89,,2,To renovate,0,0,0,,1,2,0,0
2,Anvers,DEURNE,51.2234631,4.458813399999999,20357365,2100,Apartment,APARTMENT,185000,3,85,,3,Good,0,0,0,,1,2,0,0
3,Anvers,DEURNE,51.2109963,4.461779,20364574,2100,Apartment,APARTMENT,190000,2,94,,2,Good,0,1,0,,0,,0,0
4,Ostende,De Haan,51.2682601,3.0260735,20364406,8420,Apartment,APARTMENT,187000,2,55,,,Good,0,0,0,,0,,1,0
5,Liège,LIÈGE,50.6371652,5.567241699999999,20366549,4000,Apartment,APARTMENT,120000,1,60,,2,Good,0,1,0,,1,3,0,0
6,Saint-Nicolas,Sint-Niklaas,51.1561526,4.148761599999999,20362776,9100,Apartment,APARTMENT,170000,2,67,,,Good,0,1,0,,1,15,0,0
7,Gand,GENT,51.0544993,3.7017186,20365672,9000,Apartment,APARTMENT,175000,1,35,,,Good,0,1,0,,1,6,0,0
8,Liège,Liège,50.6441469,5.5671924,20358523,4000,Flat_Studio,APARTMENT,99000,1,66,,2,To renovate,0,1,0,,0,,0,0
9,Anvers,DEURNE,51.2308646,4.482268599999999,20357502,2100,Apartment,APARTMENT,175000,2,88,,4,To be done up,0,0,0,,1,10,0,0
10,Anvers,BOOM,51.086778,4.3632,20363012,2850,Apartment,APARTMENT,156000,2,80,,2,Good,0,1,0,,0,,0,0
11,Anvers,BOOM,51.086778,4.3632,20363016,2850,Apartment,APARTMENT,159000,2,77,,4,Good,0,0,0,,0,,0,0
12,Gand,Gavere,50.9284083,3.661697299999999,20354552,9890,Apartment,APARTMENT,199000,2,70,,2,Good,0,0,0,,0,,0,0
13,Bruxelles,Saint-Josse-ten-Noode,50.8514792,4.3709977,20366090,1210,Apartment,APARTMENT,159000,2,50,,2,To renovate,0,0,0,,0,,0,0
14,Anvers,MERKSEM,51.256465,4.4580434,20357498,2170,Apartment,APARTMENT,195000,2,100,,3,Good,0,0,0,,0,,0,0
15,Bruxelles,Anderlecht,50.8328739,4.3096396,20350697,1070,Apartment,APARTMENT,185000,1,60,,2,Good,0,1,0,,0,,0,0
16,Bruges,Blankenberge,51.3185838,3.1423111,20363429,8370,Flat_Studio,APARTMENT,149000,,41,,,To be done up,0,1,0,,0,,0,0
17,Anvers,DEURNE,51.228151,4.4813879,20357360,2100,Apartment,APARTMENT,139000,1,69,,3,To be done up,0,0,0,,0,,0,0
18,Anvers,ANTWERPEN,51.2328953,4.4606766,20358072,2100,Apartment,APARTMENT,179000,2,85,,3,Good,0,1,0,,0,,0,0
19,Anvers,MERKSEM,51.2556685,4.4343394,20357581,2170,Apartment,APARTMENT,179000,2,83,,3,To be done up,0,0,0,,0,,0,0
20,Anvers,DEURNE,51.2110997,4.4615743,20357582,2100,Apartment,APARTMENT,195000,3,106,,3,To be done up,0,0,0,,1,10,0,0
21,Bruxelles,Ganshoren,50.8730375,4.3203898,20357874,1083,Apartment,APARTMENT,199000,2,82,,2,To renovate,0,0,0,,1,2,0,0
22,Arlon,Aarlen,49.693217,5.8084142,20361334,6700,Apartment,APARTMENT,180000,1,55,,2,Good,0,1,0,,0,,0,0
23,Arlon,Aarlen,49.693217,5.8084142,20361332,6700,Apartment,APARTMENT,195000,1,60,,2,Good,0,1,0,,0,,0,0
24,Liège,Liège,50.6441469,5.5671924,20347700,4000,Apartment,APARTMENT,99000,1,66,,2,To renovate,0,1,0,,0,,0,0
25,Liège,Liège,50.6398282,5.5791562,20365936,4020,Duplex,APARTMENT,149000,1,48,,2,As new,0,1,0,,1,5,1,0
26,Liège,Herstal,50.6567219,5.613969399999999,20365254,4040,Apartment,APARTMENT,149000,3,89,,2,To be done up,0,1,0,,1,6,0,0
27,Anvers,Antwerpen,51.2263495,4.4242907,20358618,2060,Apartment,APARTMENT,139000,1,52,,3,Good,0,0,0,,1,3,0,0
28,Anvers,Kontich,51.1288653,4.4539746,20359488,2550,Apartment,APARTMENT,160000,1,50,,,Good,0,0,0,,0,,0,0
29,Anvers,DEURNE,51.229316,4.4810761,20357489,2100,Apartment,APARTMENT,189000,2,85,,2,To renovate,0,0,0,,0,,0,0
30,Anvers,DEURNE,51.2334958,4.4611839,20364098,2100,Apartment,APARTMENT,154000,2,70,,2,As new,0,0,0,,1,4,0,0
31,Anvers,DEURNE,51.222204,4.4772536,20365957,2100,Apartment,APARTMENT,189000,2,89,,2,To renovate,0,0,0,,1,2,0,0
32,Anvers,DEURNE,51.2234631,4.458813399999999,20357365,2100,Apartment,APARTMENT,185000,3,85,,3,Good,0,0,0,,1,2,0,0
33,Anvers,DEURNE,51.2109963,4.461779,20364574,2100,Apartment,APARTMENT,190000,2,94,,2,Good,0,1,0,,0,,0,0
34,Ostende,De Haan,51.2682601,3.0260735,20364406,8420,Apartment,APARTMENT,187000,2,55,,,Good,0,0,0,,0,,1,0
35,Liège,LIÈGE,50.6371652,5.567241699999999,20366549,4000,Apartment,APARTMENT,120000,1,60,,2,Good,0,1,0,,1,3,0,0
36,Saint-Nicolas,Sint-Niklaas,51.1561526,4.148761599999999,20362776,9100,Apartment,APARTMENT,170000,2,67,,,Good,0,1,0,,1,15,0,0
37,Gand,GENT,51.0544993,3.7017186,20365672,9000,Apartment,APARTMENT,175000,1,35,,,Good,0,1,0,,1,6,0,0
38,Liège,Liège,50.6441469,5.5671924,20358523,4000,Flat_Studio,APARTMENT,99000,1,66,,2,To renovate,0,1,0,,0,,0,0
39,Anvers,DEURNE,51.2308646,4.482268599999999,20357502,2100,Apartment,APARTMENT,175000,2,88,,4,To be done up,0,0,0,,1,10,0,0
40,Anvers,BOOM,51.086778,4.3632,20363012,2850,Apartment,APARTMENT,156000,2,80,,2,Good,0,1,0,,0,,0,0
41,Anvers,BOOM,51.086778,4.3632,20363016,2850,Apartment,APARTMENT,159000,2,77,,4,Good,0,0,0,,0,,0,0
42,Gand,Gavere,50.9284083,3.661697299999999,20354552,9890,Apartment,APARTMENT,199000,2,70,,2,Good,0,0,0,,0,,0,0
43,Bruxelles,Saint-Josse-ten-Noode,50.8514792,4.3709977,20366090,1210,Apartment,APARTMENT,159000,2,50,,2,To renovate,0,0,0,,0,,0,0
44,Anvers,MERKSEM,51.256465,4.4580434,20357498,2170,Apartment,APARTMENT,195000,2,100,,3,Good,0,0,0,,0,,0,0
45,Bruxelles,Anderlecht,50.8328739,4.3096396,20350697,1070,Apartment,APARTMENT,185000,1,60,,2,Good,0,1,0,,0,,0,0
46,Bruges,Blankenberge,51.3185838,3.1423111,20363429,8370,Flat_Studio,APARTMENT,149000,,41,,,To be done up,0,1,0,,0,,0,0
47,Anvers,DEURNE,51.228151,4.4813879,20357360,2100,Apartment,APARTMENT,139000,1,69,,3,To be done up,0,0,0,,0,,0,0
48,Anvers,ANTWERPEN,51.2328953,4.4606766,20358072,2100,Apartment,APARTMENT,179000,2,85,,3,Good,0,1,0,,0,,0,0
49,Anvers,MERKSEM,51.2556685,4.4343394,20357581,2170,Apartment,APARTMENT,179000,2,83,,3,To be done up,0,0,0,,0,,0,0
50,Anvers,DEURNE,51.2110997,4.4615743,20357582,2100,Apartment,APARTMENT,195000,3,106,,3,To be done up,0,0,0,,1,10,0,0
51,Bruxelles,Ganshoren,50.8730375,4.3203898,20357874,1083,Apartment,APARTMENT,199000,2,82,,2,To renovate,0,0,0,,1,2,0,0
52,Arlon,Aarlen,49.693217,5.8084142,20361334,6700,Apartment,APARTMENT,180000,1,55,,2,Good,0,1,0,,0,,0,0
53,Arlon,Aarlen,49.693217,5.8084142,20361332,6700,Apartment,APARTMENT,195000,1,60,,2,Good,0,1,0,,0,,0,0
54,Liège,Liège,50.6441469,5.5671924,20347700,4000,Apartment,APARTMENT,99000,1,66,,2,To renovate,0,1,0,,0,,0,0
55,Liège,Liège,50.6398282,5.5791562,20365936,4020,Duplex,APARTMENT,149000,1,48,,2,As new,0,1,0,,1,5,1,0
56,Liège,Herstal,50.6567219,5.613969399999999,20365254,4040,Apartment,APARTMENT,149000,3,89,,2,To be done up,0,1,0,,1,6,0,0
57,Anvers,Antwerpen,51.2263495,4.4242907,20358618,2060,Apartment,APARTMENT,139000,1,52,,3,Good,0,0,0,,1,3,0,0
58,Anvers,Kontich,51.1288653,4.4539746,20359488,2550,Apartment,APARTMENT,160000,1,50,,,Good,0,0,0,,0,,0,0
59,Anvers,DEURNE,51.229316,4.4810761,20357489,2100,Apartment,APARTMENT,189000,2,85,,2,To renovate,0,0,0,,0,,0,0
60,Roulers,INGELMUNSTER,50.9227438,3.2546231,20354888,8770,Ground_Floor,APARTMENT,175000,1,85,,2,Good,0,1,1,50,0,,0,0
61,Ostende,Wenduine,51.3012646,3.0790823,20350443,8420,Apartment,APARTMENT,179000,1,43,,,Good,0,1,0,,0,,0,0
62,Bruxelles,Molenbeek-Saint-Jean,50.8661252,4.3349798,20357871,1080,Flat_Studio,APARTMENT,115000,,40,,2,To renovate,0,0,0,,1,10,0,0
63,Anvers,Merksem,51.2438705,4.448243,20357490,2170,Apartment,APARTMENT,154000,1,66,,2,To renovate,0,0,0,,0,,0,0
64,Anvers,DEURNE,51.2213015,4.4878217,20358872,2100,Ground_Floor,APARTMENT,159000,1,72,,3,Good,0,0,0,,0,,0,0
65,Anvers,MORTSEL,51.1737568,4.442688599999999,20360080,2640,Apartment,APARTMENT,159000,2,80,,2,To be done up,0,1,0,,0,,0,0
66,Anvers,DEURNE,51.2251483,4.4757104,20359319,2100,Apartment,APARTMENT,179000,2,76,,2,To be done up,0,1,0,,0,,0,0
67,Bruxelles,Etterbeek,50.8303977,4.3909288,20358789,1040,Apartment,APARTMENT,195000,1,50,,2,To renovate,0,0,0,,0,,0,0
68,Bruxelles,BRUXELLES,50.8485452,4.3516458,20362158,1000,Apartment,APARTMENT,165000,1,28,,2,As new,0,0,0,,0,,1,0
69,Turnhout,Beerse,51.31992169999999,4.852475,20363039,2340,Apartment,APARTMENT,179000,1,48,,2,Good,0,0,0,,1,21,0,0
70,Tielt,OOSTROZEBEKE,50.9197901,3.3316353,20354858,8780,Apartment,APARTMENT,149000,3,115,,2,Good,0,0,0,,1,7,0,0
71,Mons,MONS,50.448305,3.961646,20365434,7000,Flat_Studio,APARTMENT,115000,,31,,4,Good,0,0,0,,0,,0,0
72,Nivelles,LOUVAIN-LA-NEUVE,50.6706623,4.605852899999999,20365111,1348,Apartment,APARTMENT,175000,1,46,,,Good,0,0,0,,0,,0,0
73,Anvers,DEURNE,51.2234078,4.4642956,20357493,2100,Apartment,APARTMENT,162500,1,68,,2,Good,0,0,0,,0,,0,0
74,Anvers,ANTWERPEN,51.197223,4.4077036,20358200,2018,Flat_Studio,APARTMENT,179000,,47,,2,Good,0,0,0,,0,,0,0
75,Anvers,MORTSEL,51.1753122,4.455186299999999,20360072,2640,Apartment,APARTMENT,179000,2,86,,2,Good,0,0,0,,1,9,0,0
76,Anvers,Antwerpen,51.19085339999999,4.3807809,20358608,2020,Ground_Floor,APARTMENT,199000,2,81,,2,To be done up,0,0,0,,0,,0,0
77,Anvers,ANTWERPEN,51.19085339999999,4.3807809,20358589,2020,Apartment,APARTMENT,199000,2,86,,3,To renovate,0,0,0,,0,,0,0
78,Anvers,DEURNE,51.2296853,4.473590700000001,20358075,2100,Apartment,APARTMENT,199000,3,87,,2,As new,0,0,0,,0,,0,0
79,Anvers,WILRIJK,51.1838711,4.3788193,20360068,2610,Apartment,APARTMENT,199000,2,88,,2,Just renovated,0,1,0,,0,,0,0
80,Huy,Huy,50.5209019,5.2350981,20342930,4500,Apartment,APARTMENT,169000,2,96,,2,Good,0,0,0,,0,,0,0
81,Liège,Seraing,50.5842777,5.5042159,20361961,4100,Apartment,APARTMENT,169000,2,81,,2,Good,0,1,0,,0,,0,0
82,Liège,CHAUDFONTAINE,50.58540559999999,5.6450777,20355209,4050,Apartment,APARTMENT,195000,3,130,,2,To be done up,0,1,0,,0,,0,0
83,Saint-Nicolas,Temse,51.1265423,4.2056382,20357902,9140,Apartment,APARTMENT,154000,2,86,,,To be done up,0,1,0,,0,,0,0
84,Courtrai,Harelbeke,50.8419086,3.290901,20361006,8530,Apartment,APARTMENT,159000,1,45,,2,Good,0,1,0,,0,,0,0
85,Saint-Nicolas,Temse,51.1265423,4.2056382,20358511,9140,Apartment,APARTMENT,195000,3,118,,,To be done up,0,1,0,,0,,0,0
86,Anvers,Antwerpen-Noord,51.2267759,4.42587,20364927,2060,Apartment,APARTMENT,175000,1,56,,2,Good,0,1,0,,0,,0,0
87,Anvers,Deurne,51.2254269,4.4589522,20357496,2100,Apartment,APARTMENT,159000,2,91,,2,To renovate,0,0,0,,1,3,0,0
88,Anvers,DEURNE,51.228589,4.4621105,20357357,2100,Apartment,APARTMENT,174000,2,73,,4,Good,0,0,0,,1,12,0,0
89,Anvers,Borgerhout,51.2162651,4.4358054,20358621,2140,Apartment,APARTMENT,174000,1,64,,2,Good,0,1,0,,1,3,0,0
90,Anvers,Borgerhout,51.21376910000001,4.4564904,20358133,2140,Apartment,APARTMENT,179000,2,91,,2,Good,0,0,0,,0,,0,0
91,Anvers,ANTWERPEN,51.2213115,4.4300586,20358615,2060,Apartment,APARTMENT,180000,2,75,,2,Just renovated,0,1,0,,1,10,0,0
92,Bruxelles,Etterbeek,50.8303977,4.3909288,20358846,1040,Apartment,APARTMENT,189000,1,52,,2,To renovate,0,0,0,,0,,0,0
93,Turnhout,GEEL,51.157906,4.9944917,20359085,2440,Apartment,APARTMENT,189000,2,89,,3,Good,0,0,0,,0,,0,0
94,Soignies,Ollignies,50.6821455,3.8616052,20346472,7866,Duplex,APARTMENT,171000,2,108,,2,To be done up,0,0,0,,1,7,0,0
95,Arlon,ARLON,49.6842959,5.8145589,20362883,6700,Apartment,APARTMENT,145000,1,50,,,Good,0,0,0,,0,,0,0
96,Alost,GERAARDSBERGEN,50.7425213,3.9294468,20364559,9500,Apartment,APARTMENT,175000,4,179,,,To be done up,0,0,0,,0,,0,0
97,Louvain,LEUVEN,50.8724139,4.7042465,20362532,3000,Flat_Studio,APARTMENT,199000,1,24,,2,Good,0,0,0,,0,,0,0
98,Turnhout,TURNHOUT,51.302096,4.9382201,20342275,2300,Apartment,APARTMENT,139000,1,41,,3,Good,0,0,0,,1,3,0,0
99,Liège,LIÈGE,50.6476132,5.588774799999999,20347816,4000,Apartment,APARTMENT,199000,2,88,,2,Good,0,0,0,,1,4,0,0
100,Neufchâteau,Paliseul,49.96516769999999,5.1792716,20365282,6850,Apartment,APARTMENT,99000,2,54,,3,Good,0,0,0,,0,,0,0
101,Ypres,Ieper,50.8506613,2.8887294,20363866,8900,Apartment,APARTMENT,142000,2,74,,,Good,0,0,0,,0,,0,0
102,Bruxelles,Evere,50.873875,4.403829099999999,20365109,1140,Flat_Studio,APARTMENT,195000,,43,,,As new,0,1,0,,1,12,0,0
103,Anvers,MERKSEM,51.2395388,4.439223800000001,20357500,2170,Apartment,APARTMENT,175000,2,80,,2,Good,0,0,0,,0,,0,0
104,Anvers,Merksem,51.2517279,4.4368943,20358770,2170,Apartment,APARTMENT,194000,2,90,,3,Good,0,0,0,,0,,0,0
105,Anvers,Wilrijk,51.1825801,4.3922458,20358613,2610,Apartment,APARTMENT,199000,2,88,,4,Good,0,0,0,,0,,0,0
106,Anvers,WILRIJK,51.180286,4.3750819,20345045,2610,Ground_Floor,APARTMENT,189000,1,50,,2,Good,0,1,0,,1,11,0,0
107,Liège,Liège,50.6748327,5.5453417,20364125,4000,Apartment,APARTMENT,199000,2,99,,2,Good,0,1,0,,1,7,0,0
108,Courtrai,Waregem,50.8808538,3.4392479,20354860,8790,Apartment,APARTMENT,169000,1,42,,2,Good,0,1,0,,1,5,0,0
109,Bruxelles,Woluwe-Saint-Lambert,50.8419238,4.4071543,20343899,1200,Flat_Studio,APARTMENT,190000,,42,,,To be done up,0,1,0,,0,,0,0
110,Liège,Herstal,50.6565619,5.6132184,20357384,4040,Apartment,APARTMENT,115000,2,70,,3,To renovate,0,1,0,,1,4,0,0
111,Anvers,BORGERHOUT,51.2020715,4.4459442,20358155,2140,Apartment,APARTMENT,145000,1,59,,2,Good,0,0,0,,0,,0,0
112,Liège,Liege,50.6399288,5.5927051,20357925,4020,Apartment,APARTMENT,149000,3,90,,2,Good,0,1,0,,1,35,0,0
113,Anvers,Borgerhout,51.2196618,4.453179700000001,20358631,2140,Apartment,APARTMENT,189000,3,101,,3,To be done up,0,0,0,,0,,0,0
114,Anvers,Borgerhout,51.20907709999999,4.4471621,20358123,2140,Apartment,APARTMENT,195000,2,98,,2,Good,0,1,0,,1,9,0,0
115,Anvers,ANTWERPEN,51.22191770000001,4.4121442,20355108,2000,Apartment,APARTMENT,199000,1,54,,2,Good,0,1,0,,0,,0,0
116,Louvain,TIENEN,50.811937,4.9418293,20337191,3300,Apartment,APARTMENT,184000,2,81,,4,To renovate,0,0,0,,1,22,0,0
117,Charleroi,Charleroi,50.4240659,4.4509076,20354395,6000,Apartment,APARTMENT,139000,2,68,,2,Just renovated,0,1,0,,0,,0,0
118,Dinant,Dinant,50.2601047,4.9103189,20354846,5500,Apartment,APARTMENT,165000,1,50,,,Good,0,0,0,,0,,0,0
119,Turnhout,HERENTALS,51.1716005,4.835578,20356769,2200,Ground_Floor,APARTMENT,199000,2,105,,2,Good,0,0,0,,0,,0,0
120,Arlon,Aarlen,49.693217,5.8084142,20361331,6700,Apartment,APARTMENT,159000,1,45,,2,Good,0,1,0,,1,4,0,0
121,Tielt,Wakken,50.931619,3.3976167,20345620,8720,Apartment,APARTMENT,139000,1,62,,,Good,0,1,0,,0,,0,0
122,Anvers,Antwerpen,51.22300389999999,4.4266805,20347907,2060,Apartment,APARTMENT,149000,1,63,,2,To renovate,0,0,0,,0,,0,0
123,Ostende,Westende,51.1703907,2.7798593,20344029,8434,Apartment,APARTMENT,165000,,48,,,To be done up,0,1,0,,0,,1,0
124,Ypres,Ieper,50.8506613,2.8887294,20363891,8900,Apartment,APARTMENT,118000,1,45,,,Good,0,0,0,,0,,0,0
125,Liège,Liege,50.6399288,5.5927051,20357909,4020,Apartment,APARTMENT,99000,1,53,,2,Good,0,1,0,,1,35,0,0
126,Liège,Liege,50.6399288,5.5927051,20357908,4020,Apartment,APARTMENT,119000,2,55,,2,Good,0,1,0,,1,35,0,0
127,Liège,Grâce-Hollogne,50.6239789,5.4917341,20358416,4460,Apartment,APARTMENT,169000,2,90,,2,As new,0,1,1,20,0,,1,0
128,Bruxelles,Molenbeek-Saint-Jean,50.8515796,4.3108125,20357659,1080,Apartment,APARTMENT,175000,1,71,,2,Good,0,1,0,,0,,0,0
129,Nivelles,WAVRE,50.719344,4.610374999999999,20327214,1300,Ground_Floor,APARTMENT,199000,1,51,,3,Good,0,1,1,75,1,3,0,0
130,Marche-En-Famenne,Nassogne,50.1179115,5.3421439,20363277,6950,Flat_Studio,APARTMENT,98500,1,41,,,Good,1,0,0,,1,6,0,0
131,Dinant,Ciney,50.2959351,5.1016089,20363565,5590,Duplex,APARTMENT,195000,2,90,,,Good,0,0,0,,1,2,0,0
132,Charleroi,Charleroi,50.4142355,4.447704600000001,20353425,6000,Apartment,APARTMENT,149000,3,93,,2,Just renovated,0,0,0,,1,9,0,0
133,Bruxelles,Anderlecht,50.83007180000001,4.305366,20355353,1070,Apartment,APARTMENT,189000,2,58,,2,Good,0,1,0,,0,,0,0
134,Mons,DOUR,50.3938376,3.7767792,20356276,7370,Apartment,APARTMENT,190000,2,82,,3,Good,0,0,0,,1,6,0,0
135,Liège,Herstal,50.6693568,5.5932578,20349437,4041,Apartment,APARTMENT,195000,1,60,,,As new,0,1,1,855,1,12,0,0
136,Courtrai,Tiegem,50.80782079999999,3.4732813,20346295,8573,Apartment,APARTMENT,170000,1,83,,,Good,0,0,0,,0,,0,0
137,Anvers,Antwerpen,51.22137009999999,4.4251029,20358612,2060,Flat_Studio,APARTMENT,109000,1,27,,2,To renovate,0,0,0,,1,6,0,0
138,Bruxelles,Jette,50.8893646,4.317806099999999,20359220,1090,Apartment,APARTMENT,169000,2,65,,2,To renovate,0,0,0,,1,10,0,0
139,Charleroi,Marcinelle,50.4048588,4.4282495,20346461,6001,Apartment,APARTMENT,105000,2,91,,,As new,0,1,0,,0,,0,0
140,Marche-En-Famenne,Nassogne,50.1182811,5.3396543,20363281,6950,Flat_Studio,APARTMENT,110000,1,52,,,Just renovated,0,0,0,,0,,0,0
141,Marche-En-Famenne,Marche-en-Famenne,50.2303241,5.3477923,20363523,6900,Apartment,APARTMENT,198500,1,73,,,Just renovated,0,0,0,,0,,0,0
142,Ostende,Oostende,51.2333887,2.9212878,20364821,8400,Apartment,APARTMENT,189000,2,50,,,,0,0,0,,0,,0,0
143,Bruges,Zeebrugge,51.32858,3.1799148,20356660,8380,Flat_Studio,APARTMENT,130000,,33,,1,To be done up,0,1,0,,0,,1,0
144,Bruxelles,Molenbeek-Saint-Jean,50.8519573,4.3120394,20357887,1080,Penthouse,APARTMENT,195000,2,80,,2,To be done up,0,1,0,,1,37,0,0
145,Anvers,ANTWERPEN,51.2177199,4.420350400000001,20358580,2018,Flat_Studio,APARTMENT,199000,1,32,,2,Just renovated,0,0,0,,0,,0,0
146,Bruxelles,ANDERLECHT,50.8280018,4.3076633,20346389,1070,Apartment,APARTMENT,175000,2,75,,4,To renovate,0,1,0,,1,7,0,0
147,Bruxelles,Anderlecht,50.8342876,4.3138595,20362792,1070,Apartment,APARTMENT,180000,1,76,,2,Good,0,0,0,,0,,0,0
148,Huy,HUY,50.52171509999999,5.236478,20355908,4500,Apartment,APARTMENT,149000,2,107,,2,Good,0,1,0,,0,,0,0
149,Bruges,Blankenberge,51.3157283,3.1358303,20360737,8370,Flat_Studio,APARTMENT,150000,,54,,,As new,0,0,0,,0,,0,0
150,Anvers,BORGERHOUT,51.2178899,4.4359575,20346937,2140,Ground_Floor,APARTMENT,180000,1,71,,2,To be done up,0,0,0,,1,10,0,0
151,Anvers,BORGERHOUT,51.2178899,4.4359575,20346938,2140,Apartment,APARTMENT,182500,2,68,,2,To be done up,0,0,0,,1,2,0,0
152,Anvers,BORGERHOUT,51.2178899,4.4359575,20346939,2140,Apartment,APARTMENT,189000,2,71,,2,To be done up,0,0,0,,1,2,0,0
153,Liège,Flémalle,50.6028691,5.476910699999999,20348711,4400,Apartment,APARTMENT,199000,3,90,,,Good,0,1,0,,1,10,0,0
154,Marche-En-Famenne,Nassogne,50.1179115,5.3421439,20366790,6950,Ground_Floor,APARTMENT,89000,1,34,,,Good,0,0,0,,1,4,0,0
155,Anvers,ANTWERPEN,51.2329242,4.423670899999999,20358164,2060,Flat_Studio,APARTMENT,149000,1,15,,2,Good,0,0,0,,0,,0,0
156,Liège,Seraing,50.6239789,5.4917341,20358414,4100,Apartment,APARTMENT,169000,2,100,,2,As new,0,1,0,,1,16,1,0
157,Anvers,Antwerpen,51.1888357,4.3831692,20358591,2020,Apartment,APARTMENT,189000,1,77,,,As new,0,0,0,,0,,0,0
158,Nivelles,WAVRE,50.719344,4.610374999999999,20327215,1300,Duplex,APARTMENT,159000,1,41,,3,Good,0,1,0,,0,,0,0
159,Nivelles,WAVRE,50.71411149999999,4.6141405,20327538,1300,Apartment,APARTMENT,167000,1,59,,2,Good,0,1,0,,1,4,0,0
160,Dinant,Ciney,50.2953135,5.0944423,20363562,5590,Ground_Floor,APARTMENT,150000,1,58,,,Good,0,0,0,,1,5,0,0
161,Hal-Vilvorde,Zaventem Sint-Stevens-Woluwe,50.85608389999999,4.448032299999999,20364247,1932,Apartment,APARTMENT,180000,1,60,,2,Good,0,0,0,,1,18,0,0
162,Ostende,Oostende,51.2130836,2.8976319,20335031,8400,Apartment,APARTMENT,169500,2,91,,,To be done up,0,0,0,,1,3,0,0
163,Anvers,MERKSEM,51.2409755,4.4352353,20337663,2170,Apartment,APARTMENT,199000,2,70,,2,Just renovated,0,1,0,,1,3,0,0
164,Ostende,Oostende,51.2093149,2.90139,20353111,8400,Apartment,APARTMENT,119000,2,69,,,To restore,0,0,0,,0,,0,0
165,Saint-Nicolas,MEERDONK,51.26167909999999,4.144680999999999,20330949,9170,Apartment,APARTMENT,190000,2,98,,,Good,0,1,1,165,1,22,0,0
166,Anvers,ANTWERPEN,51.2206966,4.423264899999999,20358173,2060,Flat_Studio,APARTMENT,135000,1,24,,2,Good,0,0,0,,0,,0,0
167,Bruxelles,Evere,50.8617274,4.4067269,20357387,1140,Apartment,APARTMENT,179000,1,60,,2,To renovate,0,1,0,,1,10,0,0
168,Anvers,Wilrijk,51.18343369999999,4.3757362,20358148,2610,Apartment,APARTMENT,189000,1,54,,2,Just renovated,0,0,0,,0,,0,0
169,Anvers,ANTWERPEN,51.2200806,4.4528116,20358614,2140,Ground_Floor,APARTMENT,195000,3,95,,2,,0,0,0,,0,,0,0
170,Turnhout,TURNHOUT,51.3201093,4.920012,20327726,2300,Apartment,APARTMENT,135000,2,83,,2,To be done up,0,0,0,,0,,0,0
171,Charleroi,CHARLEROI,50.408457,4.440144099999999,20345152,6000,Apartment,APARTMENT,195000,3,120,,2,Just renovated,0,1,0,,1,1,0,0
172,Waremme,Waremme,50.6959649,5.2521796,20363831,4300,Apartment,APARTMENT,140000,2,102,,,Good,0,0,0,,0,,0,0
173,Ostende,Westende,51.1711161,2.7756162,20361106,8434,Flat_Studio,APARTMENT,130000,,30,,,,0,0,0,,0,,1,0
174,Saint-Nicolas,SINT-NIKLAAS,51.1675039,4.0620145,20341548,9111,Apartment,APARTMENT,175000,3,93,,,To be done up,0,1,1,4000,1,5,0,0
175,Turnhout,TURNHOUT,51.32215,4.939933799999999,20323555,2300,Apartment,APARTMENT,169000,2,95,,2,Good,0,0,0,,0,,0,0
176,Nivelles,WAVRE,50.719344,4.610374999999999,20327478,1300,Duplex,APARTMENT,169000,1,55,,3,Good,0,1,0,,0,,0,0
177,Nivelles,WAVRE,50.719344,4.610374999999999,20327477,1300,Apartment,APARTMENT,179000,1,51,,3,Good,0,1,0,,0,,0,0
178,Anvers,Antwerpen-Zuid,51.2010172,4.3907475,20364929,2018,Flat_Studio,APARTMENT,149000,,39,,2,Good,0,1,0,,1,10,0,0
179,Liège,Louveigné,50.5387409,5.7439626,20365933,4141,Duplex,APARTMENT,199000,3,120,,2,Good,0,0,0,,1,3,0,0
180,Anvers,Antwerpen,51.2079452,4.408658,20366190,2018,Flat_Studio,APARTMENT,169000,,36,,,Just renovated,0,1,0,,0,,0,0
181,Anvers,BORGERHOUT,51.2137201,4.4531543,20335156,2140,Apartment,APARTMENT,189000,2,91,,2,Good,0,1,0,,0,,0,0
182,Alost,Aalst (9300),50.9441792,4.0138904,20337458,9300,Apartment,APARTMENT,190000,2,77,,,Good,0,1,0,,1,14,0,0
183,Alost,Denderleeuw,50.8924595,4.071597,20337548,9470,Apartment,APARTMENT,199000,1,64,,,Good,0,1,0,,0,,0,0
184,Anvers,ANTWERPEN,51.2206966,4.423264899999999,20358124,2060,Flat_Studio,APARTMENT,135000,1,24,,2,Good,0,0,0,,0,,0,0
185,Bruxelles,ANDERLECHT,50.83643780000001,4.303223099999999,20359632,1070,Apartment,APARTMENT,195000,1,70,,2,To be done up,0,0,0,,0,,0,0
186,Charleroi,Charleroi Marcinelle,50.4042627,4.4283556,20322835,6001,Apartment,APARTMENT,99000,1,65,,2,Good,0,1,0,,1,4,1,0
