Price,Locality,Type_of_Property,Subtype_of_Property,State_of_the_Building,Number_of_Rooms,Living_Area,Fully_Equipped_Kitchen,Terrace,Garden,Surface_area_plot_of_land,Number_of_Facades,Swimming_Pool,Lift,Municipality,Province
115000,7390,HOUSE,HOUSE,TO_BE_DONE_UP,2,122.0,0,1.0,1.0,100.0,2.0,0.0,0.0,Quaregnon,Hainaut
169000,1930,APARTMENT,FLAT_STUDIO,AS_NEW,1,39.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Zaventem,Flemish Brabant
185000,5660,HOUSE,HOUSE,AS_NEW,3,95.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Couvin,Namur
528000,9971,HOUSE,HOUSE,GOOD,4,160.0,0,0.0,0.0,410.0,4.0,0.0,0.0,Kaprijke,East Flanders
189500,4020,APARTMENT,APARTMENT,GOOD,2,78.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Liège,Liège
219900,7700,HOUSE,HOUSE,GOOD,2,74.0,0,0.0,1.0,315.0,4.0,0.0,0.0,Mouscron,Hainaut
249500,8480,APARTMENT,APARTMENT,AS_NEW,2,76.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Ichtegem,Other
225000,8501,HOUSE,HOUSE,AS_NEW,3,151.0,0,1.0,0.0,90.0,2.0,0.0,0.0,Kortrijk,Other
245000,2610,APARTMENT,APARTMENT,GOOD,2,110.0,1,1.0,0.0,0.0,2.0,0.0,0.0,Antwerpen,Antwerp
465000,1140,APARTMENT,APARTMENT,GOOD,3,110.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Evere,Brussels Capital
549000,2000,APARTMENT,APARTMENT,AS_NEW,2,129.0,1,1.0,1.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
410000,1070,APARTMENT,APARTMENT,GOOD,2,163.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Anderlecht,Brussels Capital
520000,8400,APARTMENT,APARTMENT,GOOD,2,100.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Oostende,Other
259000,2640,APARTMENT,APARTMENT,GOOD,2,110.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Mortsel,Antwerp
60000,4960,APARTMENT,FLAT_STUDIO,GOOD,1,25.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Malmedy,Liège
285000,9280,APARTMENT,GROUND_FLOOR,AS_NEW,2,93.0,0,1.0,1.0,0.0,2.0,0.0,1.0,Lebbeke,East Flanders
340000,9600,APARTMENT,APARTMENT,AS_NEW,3,129.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Renaix,East Flanders
449000,1840,HOUSE,HOUSE,GOOD,2,213.0,0,1.0,0.0,516.0,3.0,0.0,0.0,Londerzeel,Flemish Brabant
289000,9000,APARTMENT,APARTMENT,GOOD,2,77.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders
238000,1080,APARTMENT,APARTMENT,GOOD,2,103.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Molenbeek-Saint-Jean,Brussels Capital
430000,3582,HOUSE,HOUSE,AS_NEW,3,168.0,0,1.0,1.0,331.0,3.0,0.0,0.0,Beringen,Limburg
419000,1831,HOUSE,HOUSE,GOOD,4,180.0,0,1.0,0.0,253.0,3.0,0.0,0.0,Machelen,Flemish Brabant
134000,4630,APARTMENT,APARTMENT,AS_NEW,1,40.0,0,0.0,0.0,0.0,3.0,0.0,0.0,Soumagne,Liège
249000,8972,HOUSE,HOUSE,AS_NEW,3,171.0,0,0.0,0.0,157.0,3.0,0.0,0.0,Poperinge,Other
179000,9160,APARTMENT,GROUND_FLOOR,GOOD,2,83.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Lokeren,East Flanders
369000,2060,APARTMENT,DUPLEX,JUST_RENOVATED,2,106.0,0,1.0,1.0,0.0,3.0,0.0,0.0,Antwerpen,Antwerp
349000,4280,APARTMENT,APARTMENT,GOOD,3,125.0,0,1.0,1.0,0.0,2.0,0.0,1.0,Hannut,Other
315000,2018,APARTMENT,DUPLEX,AS_NEW,2,92.0,0,0.0,1.0,0.0,4.0,0.0,0.0,Antwerpen,Antwerp
225000,8870,APARTMENT,APARTMENT,GOOD,1,69.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Izegem,Other
285000,9000,HOUSE,HOUSE,GOOD,4,133.0,0,0.0,0.0,108.0,3.0,0.0,0.0,Gent,East Flanders
299000,1800,APARTMENT,APARTMENT,GOOD,2,85.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Vilvoorde,Flemish Brabant
479000,9300,HOUSE,HOUSE,GOOD,2,140.0,1,1.0,0.0,242.0,3.0,0.0,0.0,Aalst,East Flanders
237500,2630,APARTMENT,GROUND_FLOOR,GOOD,2,84.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Aartselaar,Antwerp
229990,1190,APARTMENT,APARTMENT,AS_NEW,2,64.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Forest,Brussels Capital
189000,2100,APARTMENT,APARTMENT,GOOD,2,88.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Antwerpen,Antwerp
402500,9060,APARTMENT,APARTMENT,GOOD,2,100.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Zelzate,East Flanders
475000,2970,APARTMENT,DUPLEX,AS_NEW,2,149.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Schilde,Antwerp
599000,2980,HOUSE,HOUSE,AS_NEW,3,229.0,0,0.0,0.0,525.0,4.0,1.0,0.0,Zoersel,Antwerp
285000,8600,APARTMENT,APARTMENT,AS_NEW,2,99.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Diksmuide,Other
269000,8020,HOUSE,BUNGALOW,TO_RENOVATE,3,151.0,0,0.0,0.0,623.0,4.0,0.0,0.0,Oostkamp,Other
210000,8620,APARTMENT,APARTMENT,GOOD,1,64.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Nieuwpoort,Other
290000,2860,HOUSE,HOUSE,TO_RENOVATE,3,132.0,0,1.0,0.0,135.0,3.0,0.0,0.0,Sint-Katelijne-Waver,Antwerp
525000,9140,HOUSE,HOUSE,GOOD,3,144.0,0,1.0,0.0,487.0,3.0,0.0,0.0,Temse,East Flanders
335000,1082,APARTMENT,DUPLEX,AS_NEW,2,121.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Berchem-Sainte-Agathe,Brussels Capital
259000,9910,APARTMENT,APARTMENT,GOOD,2,93.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Aalter,East Flanders
329000,9032,HOUSE,HOUSE,TO_RENOVATE,1,250.0,0,1.0,0.0,196.0,3.0,0.0,0.0,Gent,East Flanders
335000,2500,APARTMENT,PENTHOUSE,GOOD,2,92.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Lier,Antwerp
135000,1160,APARTMENT,SERVICE_FLAT,GOOD,1,39.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Auderghem,Brussels Capital
425000,9000,APARTMENT,PENTHOUSE,AS_NEW,2,118.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders
275000,2018,APARTMENT,APARTMENT,AS_NEW,1,56.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
675000,1060,HOUSE,HOUSE,AS_NEW,3,254.0,1,1.0,0.0,80.0,2.0,0.0,0.0,Saint-Gilles,Brussels Capital
339000,9820,HOUSE,HOUSE,TO_RENOVATE,3,161.0,0,0.0,0.0,600.0,3.0,0.0,0.0,Merelbeke,East Flanders
399000,1082,APARTMENT,GROUND_FLOOR,AS_NEW,3,104.0,1,1.0,1.0,0.0,2.0,0.0,1.0,Berchem-Sainte-Agathe,Brussels Capital
175000,5030,APARTMENT,APARTMENT,GOOD,1,53.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Gembloux,Namur
360000,1082,APARTMENT,APARTMENT,AS_NEW,2,95.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Berchem-Sainte-Agathe,Brussels Capital
288019,3840,APARTMENT,APARTMENT,GOOD,3,122.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Borgloon,Limburg
175000,1000,APARTMENT,FLAT_STUDIO,GOOD,1,35.0,1,1.0,0.0,0.0,4.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital
595000,9000,APARTMENT,APARTMENT,AS_NEW,2,105.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders
399000,2170,HOUSE,MANSION,AS_NEW,4,172.0,0,1.0,1.0,166.0,2.0,0.0,0.0,Antwerpen,Antwerp
310000,9000,APARTMENT,APARTMENT,GOOD,4,107.0,0,1.0,1.0,0.0,2.0,0.0,1.0,Gent,East Flanders
450000,2440,HOUSE,HOUSE,GOOD,3,174.0,0,1.0,0.0,531.0,3.0,0.0,0.0,Geel,Antwerp
429000,9000,HOUSE,HOUSE,GOOD,3,125.0,1,1.0,1.0,128.0,2.0,0.0,0.0,Gent,East Flanders
420000,3582,HOUSE,HOUSE,AS_NEW,3,168.0,1,1.0,1.0,348.0,3.0,0.0,0.0,Beringen,Limburg
247000,2640,APARTMENT,APARTMENT,GOOD,2,93.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Mortsel,Antwerp
375000,9990,HOUSE,HOUSE,TO_BE_DONE_UP,3,160.0,0,0.0,0.0,304.0,3.0,0.0,0.0,Maldegem,East Flanders
249000,1083,APARTMENT,GROUND_FLOOR,TO_RENOVATE,1,83.0,0,1.0,1.0,0.0,2.0,0.0,0.0,Ganshoren,Brussels Capital
335000,8770,HOUSE,HOUSE,GOOD,3,140.0,0,1.0,0.0,360.0,3.0,0.0,0.0,Ingelmunster,Other
295000,1480,APARTMENT,GROUND_FLOOR,AS_NEW,2,90.0,1,1.0,0.0,0.0,3.0,0.0,1.0,Tubize,Walloon Brabant
315000,2950,APARTMENT,APARTMENT,GOOD,2,100.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Kapellen,Antwerp
195000,1601,APARTMENT,APARTMENT,GOOD,2,74.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Sint-Pieters-Leeuw,Flemish Brabant
499000,2627,HOUSE,HOUSE,AS_NEW,4,186.0,0,0.0,1.0,253.0,3.0,0.0,0.0,Schelle,Antwerp
310000,2100,HOUSE,HOUSE,GOOD,4,127.0,0,0.0,0.0,75.0,2.0,0.0,0.0,Antwerpen,Antwerp
275000,2020,APARTMENT,APARTMENT,AS_NEW,2,91.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Antwerpen,Antwerp
176000,3020,APARTMENT,FLAT_STUDIO,GOOD,1,45.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Herent,Flemish Brabant
269000,2000,APARTMENT,APARTMENT,GOOD,1,70.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
386000,3390,HOUSE,HOUSE,GOOD,4,144.0,1,0.0,0.0,771.0,3.0,0.0,0.0,Tielt-Winge,Other
478000,8400,APARTMENT,APARTMENT,TO_BE_DONE_UP,2,100.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Oostende,Other
450000,8300,APARTMENT,APARTMENT,GOOD,2,54.0,0,0.0,0.0,0.0,3.0,0.0,1.0,Knokke-Heist,Other
265000,4020,APARTMENT,APARTMENT,GOOD,2,84.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Liège,Liège
599000,8420,APARTMENT,APARTMENT,AS_NEW,2,103.0,0,1.0,0.0,0.0,2.0,0.0,1.0,De Haan,Other
389000,8730,APARTMENT,APARTMENT,GOOD,3,175.0,1,1.0,0.0,0.0,3.0,0.0,1.0,Beernem,Other
164000,5500,APARTMENT,APARTMENT,JUST_RENOVATED,2,85.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Dinant,Namur
245000,5300,APARTMENT,APARTMENT,GOOD,2,91.0,1,1.0,0.0,0.0,2.0,0.0,0.0,Andenne,Namur
105000,6000,APARTMENT,APARTMENT,GOOD,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Charleroi,Hainaut
87000,8420,APARTMENT,GROUND_FLOOR,AS_NEW,1,32.0,0,0.0,0.0,0.0,2.0,0.0,0.0,De Haan,Other
295000,2050,APARTMENT,APARTMENT,GOOD,2,107.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
595000,1000,APARTMENT,PENTHOUSE,AS_NEW,3,120.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital
199000,9600,HOUSE,HOUSE,GOOD,3,118.0,0,0.0,0.0,100.0,2.0,0.0,0.0,Renaix,East Flanders
249000,1030,APARTMENT,APARTMENT,JUST_RENOVATED,2,83.0,0,0.0,1.0,0.0,2.0,0.0,1.0,Schaerbeek,Brussels Capital
375000,2600,APARTMENT,APARTMENT,AS_NEW,2,95.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
169000,4100,APARTMENT,APARTMENT,GOOD,3,85.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Seraing,Liège
245000,1180,APARTMENT,APARTMENT,GOOD,2,70.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Uccle,Brussels Capital
276900,8530,APARTMENT,APARTMENT,AS_NEW,3,125.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Harelbeke,Other
115000,5530,HOUSE,COUNTRY_COTTAGE,GOOD,2,45.0,0,1.0,1.0,200.0,4.0,0.0,0.0,Yvoir,Namur
265000,1000,APARTMENT,APARTMENT,AS_NEW,1,59.0,1,0.0,0.0,0.0,2.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital
293970,3500,APARTMENT,APARTMENT,GOOD,1,71.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Hasselt,Limburg
681709,9160,HOUSE,HOUSE,GOOD,3,242.0,1,0.0,0.0,402.0,3.0,0.0,0.0,Lokeren,East Flanders
189000,2360,APARTMENT,APARTMENT,GOOD,2,84.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Oud-Turnhout,Antwerp
269000,2100,APARTMENT,APARTMENT,AS_NEW,2,92.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
595000,3840,HOUSE,HOUSE,GOOD,4,214.0,1,1.0,0.0,0.0,4.0,0.0,0.0,Borgloon,Limburg
425000,2250,HOUSE,HOUSE,GOOD,3,184.0,0,1.0,0.0,221.0,3.0,0.0,0.0,Olen,Antwerp
374000,8370,APARTMENT,APARTMENT,GOOD,2,95.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Blankenberge,Other
315000,1348,APARTMENT,DUPLEX,GOOD,2,70.0,1,1.0,0.0,0.0,2.0,0.0,0.0,Mont-Saint-Guibert,Walloon Brabant
477000,8301,APARTMENT,APARTMENT,JUST_RENOVATED,2,63.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Knokke-Heist,Other
360000,6040,HOUSE,APARTMENT_BLOCK,GOOD,4,150.0,0,0.0,0.0,652.0,3.0,0.0,0.0,Charleroi,Hainaut
249000,9000,APARTMENT,APARTMENT,GOOD,1,68.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders
419406,9052,APARTMENT,APARTMENT,GOOD,2,99.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders
395000,2460,APARTMENT,GROUND_FLOOR,GOOD,2,160.0,0,1.0,1.0,0.0,2.0,0.0,1.0,Kasterlee,Antwerp
215000,3840,HOUSE,HOUSE,TO_RENOVATE,4,286.0,0,1.0,0.0,181.0,2.0,0.0,0.0,Borgloon,Limburg
549000,9130,HOUSE,HOUSE,GOOD,2,260.0,1,1.0,0.0,0.0,3.0,0.0,0.0,Beveren,East Flanders
300600,8511,HOUSE,HOUSE,GOOD,3,139.0,0,0.0,1.0,370.0,3.0,0.0,0.0,Kortrijk,Other
495000,2050,HOUSE,HOUSE,GOOD,3,189.0,0,1.0,0.0,162.0,3.0,0.0,0.0,Antwerpen,Antwerp
524000,2630,HOUSE,HOUSE,GOOD,3,174.0,1,1.0,0.0,370.0,3.0,0.0,0.0,Aartselaar,Antwerp
539000,9820,APARTMENT,SERVICE_FLAT,AS_NEW,1,108.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Merelbeke,East Flanders
259000,8000,APARTMENT,APARTMENT,AS_NEW,1,63.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Brugge,Other
239000,8660,APARTMENT,APARTMENT,GOOD,1,49.0,0,1.0,0.0,0.0,2.0,0.0,1.0,De Panne,Other
275000,2800,APARTMENT,APARTMENT,JUST_RENOVATED,2,73.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Mechelen,Antwerp
225000,2170,APARTMENT,APARTMENT,GOOD,2,93.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
349500,8501,HOUSE,HOUSE,JUST_RENOVATED,4,175.0,1,0.0,0.0,125.0,2.0,0.0,0.0,Kortrijk,Other
225000,1090,APARTMENT,APARTMENT,AS_NEW,1,67.0,1,0.0,0.0,0.0,2.0,0.0,1.0,Jette,Brussels Capital
299000,1731,APARTMENT,APARTMENT,TO_BE_DONE_UP,3,100.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Asse,Flemish Brabant
347500,8660,APARTMENT,APARTMENT,GOOD,2,79.0,0,1.0,0.0,0.0,2.0,0.0,1.0,De Panne,Other
399000,2140,HOUSE,HOUSE,AS_NEW,4,180.0,0,0.0,1.0,115.0,2.0,0.0,0.0,Antwerpen,Antwerp
451200,8760,HOUSE,HOUSE,GOOD,4,186.0,0,1.0,0.0,586.0,3.0,0.0,0.0,Meulebeke,Other
195000,9900,HOUSE,HOUSE,TO_RENOVATE,2,109.0,0,0.0,0.0,158.0,3.0,0.0,0.0,Eeklo,East Flanders
325000,1080,APARTMENT,APARTMENT,AS_NEW,2,86.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Molenbeek-Saint-Jean,Brussels Capital
345000,8380,HOUSE,HOUSE,GOOD,3,159.0,0,1.0,0.0,168.0,2.0,0.0,0.0,Brugge,Other
295000,9450,APARTMENT,APARTMENT,AS_NEW,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Haaltert,East Flanders
419000,1090,APARTMENT,APARTMENT,GOOD,4,140.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Jette,Brussels Capital
228000,2830,APARTMENT,APARTMENT,JUST_RENOVATED,2,75.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Willebroek,Antwerp
279000,8000,HOUSE,HOUSE,GOOD,2,64.0,0,1.0,0.0,0.0,3.0,0.0,0.0,Brugge,Other
239000,1070,APARTMENT,APARTMENT,GOOD,2,97.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Anderlecht,Brussels Capital
265000,9300,APARTMENT,APARTMENT,GOOD,2,125.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Aalst,East Flanders
192000,2100,APARTMENT,APARTMENT,GOOD,2,102.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
225000,1070,APARTMENT,APARTMENT,JUST_RENOVATED,1,51.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Anderlecht,Brussels Capital
185000,4100,HOUSE,HOUSE,GOOD,4,129.0,0,1.0,1.0,210.0,3.0,0.0,0.0,Seraing,Liège
285000,3740,HOUSE,HOUSE,TO_BE_DONE_UP,3,155.0,0,0.0,0.0,626.0,3.0,0.0,0.0,Bilzen,Limburg
292194,8972,HOUSE,HOUSE,GOOD,3,137.0,0,0.0,1.0,322.0,3.0,0.0,0.0,Poperinge,Other
60000,5651,HOUSE,HOUSE,AS_NEW,3,128.0,1,1.0,1.0,766.0,3.0,0.0,0.0,Walcourt,Namur
99000,8420,APARTMENT,GROUND_FLOOR,AS_NEW,1,32.0,0,0.0,0.0,0.0,2.0,0.0,1.0,De Haan,Other
245000,2060,APARTMENT,GROUND_FLOOR,GOOD,1,72.0,1,1.0,1.0,0.0,2.0,0.0,0.0,Antwerpen,Antwerp
295000,1600,APARTMENT,APARTMENT,GOOD,2,82.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Sint-Pieters-Leeuw,Flemish Brabant
765000,2000,APARTMENT,PENTHOUSE,AS_NEW,2,110.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
355000,2610,HOUSE,HOUSE,TO_BE_DONE_UP,3,175.0,1,1.0,1.0,150.0,2.0,0.0,0.0,Antwerpen,Antwerp
495000,9968,HOUSE,HOUSE,AS_NEW,3,120.0,0,0.0,0.0,318.0,3.0,0.0,0.0,Assenede,East Flanders
475000,9600,HOUSE,MIXED_USE_BUILDING,GOOD,2,260.0,0,1.0,0.0,440.0,2.0,0.0,0.0,Renaix,East Flanders
279000,1652,APARTMENT,APARTMENT,GOOD,1,77.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Beersel,Flemish Brabant
249000,6220,HOUSE,HOUSE,GOOD,2,150.0,0,1.0,0.0,0.0,3.0,0.0,0.0,Fleurus,Hainaut
420000,1000,APARTMENT,APARTMENT,GOOD,2,118.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital
755000,1170,HOUSE,HOUSE,AS_NEW,4,157.0,0,0.0,1.0,197.0,2.0,0.0,0.0,Watermael-Boitsfort,Brussels Capital
342000,9890,APARTMENT,APARTMENT,AS_NEW,2,88.0,0,1.0,1.0,0.0,2.0,0.0,1.0,Gavere,East Flanders
615000,8300,APARTMENT,APARTMENT,JUST_RENOVATED,2,91.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Knokke-Heist,Other
390000,1570,HOUSE,VILLA,TO_BE_DONE_UP,4,200.0,0,1.0,1.0,485.0,4.0,0.0,0.0,Galmaarden,Flemish Brabant
419000,9810,HOUSE,HOUSE,GOOD,3,215.0,0,1.0,0.0,171.0,2.0,0.0,0.0,Nazareth,East Flanders
115000,9660,HOUSE,MIXED_USE_BUILDING,TO_RENOVATE,2,210.0,0,0.0,0.0,120.0,1.0,0.0,0.0,Brakel,East Flanders
85000,4030,APARTMENT,APARTMENT,TO_BE_DONE_UP,1,71.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Liège,Liège
115000,8434,APARTMENT,APARTMENT,GOOD,1,22.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Middelkerke,Other
199000,9700,APARTMENT,APARTMENT,GOOD,1,95.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Oudenaarde,East Flanders
295000,9960,APARTMENT,APARTMENT,AS_NEW,1,87.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Assenede,East Flanders
635000,1310,APARTMENT,APARTMENT,AS_NEW,3,180.0,1,1.0,0.0,0.0,3.0,0.0,1.0,La Hulpe,Walloon Brabant
275000,6791,HOUSE,HOUSE,TO_BE_DONE_UP,3,150.0,0,0.0,0.0,353.0,3.0,0.0,0.0,Aubange,Luxembourg
225625,8650,APARTMENT,APARTMENT,GOOD,3,123.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Houthulst,Other
455000,3000,APARTMENT,APARTMENT,GOOD,1,89.0,0,0.0,0.0,0.0,3.0,0.0,1.0,Leuven,Flemish Brabant
450000,1210,APARTMENT,DUPLEX,AS_NEW,3,168.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Saint-Josse-ten-Noode,Brussels Capital
128000,6061,HOUSE,HOUSE,GOOD,2,103.0,0,1.0,0.0,66.0,2.0,0.0,0.0,Charleroi,Hainaut
445000,9000,APARTMENT,SERVICE_FLAT,GOOD,2,81.0,0,1.0,1.0,0.0,2.0,0.0,1.0,Gent,East Flanders
389000,8300,APARTMENT,APARTMENT,AS_NEW,1,35.0,0,0.0,1.0,0.0,1.0,0.0,0.0,Knokke-Heist,Other
745000,1050,APARTMENT,APARTMENT,AS_NEW,3,130.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Ixelles,Brussels Capital
190000,8520,APARTMENT,APARTMENT,GOOD,2,160.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Kuurne,Other
195000,9700,APARTMENT,APARTMENT,GOOD,2,93.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Oudenaarde,East Flanders
480000,1080,APARTMENT,PENTHOUSE,AS_NEW,3,121.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Molenbeek-Saint-Jean,Brussels Capital
235000,6000,APARTMENT,APARTMENT,GOOD,3,159.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Charleroi,Hainaut
289000,4030,HOUSE,HOUSE,TO_BE_DONE_UP,4,158.0,0,1.0,1.0,341.0,3.0,0.0,0.0,Liège,Liège
229000,5000,APARTMENT,APARTMENT,AS_NEW,1,77.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Namur,Namur
659000,9000,HOUSE,HOUSE,JUST_RENOVATED,4,195.0,0,1.0,1.0,119.0,2.0,0.0,0.0,Gent,East Flanders
349000,2320,APARTMENT,DUPLEX,GOOD,3,101.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Hoogstraten,Antwerp
298000,9220,HOUSE,HOUSE,GOOD,3,195.0,0,1.0,1.0,206.0,2.0,0.0,0.0,Hamme,East Flanders
189000,2100,APARTMENT,APARTMENT,TO_RENOVATE,2,85.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
298000,1140,APARTMENT,APARTMENT,JUST_RENOVATED,2,102.0,0,1.0,0.0,0.0,3.0,0.0,0.0,Evere,Brussels Capital
395000,8370,HOUSE,HOUSE,GOOD,4,124.0,0,1.0,0.0,158.0,3.0,0.0,0.0,Blankenberge,Other
199000,9100,HOUSE,HOUSE,GOOD,3,116.0,0,1.0,0.0,70.0,3.0,0.0,0.0,Sint-Niklaas,East Flanders
319000,8793,HOUSE,HOUSE,AS_NEW,4,167.0,0,1.0,1.0,180.0,2.0,0.0,0.0,Waregem,Other
215000,9700,APARTMENT,APARTMENT,JUST_RENOVATED,1,42.0,1,0.0,0.0,0.0,2.0,0.0,1.0,Oudenaarde,East Flanders
229000,2600,APARTMENT,APARTMENT,JUST_RENOVATED,1,57.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Antwerpen,Antwerp
285000,8920,HOUSE,HOUSE,GOOD,4,294.0,0,1.0,0.0,506.0,3.0,0.0,0.0,Langemark-Poelkapelle,Other
189000,4030,APARTMENT,APARTMENT,GOOD,2,105.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Liège,Liège
370000,2000,APARTMENT,APARTMENT,AS_NEW,2,80.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
260000,1070,HOUSE,HOUSE,TO_RENOVATE,2,125.0,0,0.0,0.0,125.0,2.0,0.0,0.0,Anderlecht,Brussels Capital
229000,4460,HOUSE,HOUSE,JUST_RENOVATED,3,109.0,0,0.0,1.0,0.0,2.0,0.0,0.0,Grâce-Hollogne,Liège
289000,9185,APARTMENT,APARTMENT,GOOD,2,107.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Wachtebeke,East Flanders
269000,9890,APARTMENT,APARTMENT,AS_NEW,2,80.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Gavere,East Flanders
239000,6630,HOUSE,HOUSE,AS_NEW,3,140.0,0,1.0,1.0,197.0,3.0,0.0,0.0,Martelange,Hainaut
399000,1050,APARTMENT,APARTMENT,AS_NEW,1,75.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Ixelles,Brussels Capital
110000,4020,HOUSE,HOUSE,GOOD,2,112.0,0,0.0,0.0,88.0,2.0,0.0,0.0,Liège,Liège
189000,2018,APARTMENT,APARTMENT,GOOD,1,45.0,0,0.0,0.0,0.0,3.0,0.0,1.0,Antwerpen,Antwerp
